Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135
237,4.976744,8.183674,11.54139,7.272251,5.229358,5.296296,4.4,4.5,5.75,5.710938,3.897059,25.31941,17.94427,26.94296,5.389474,7.03125,4.5,4.571429,3.85,4,4.814815,5.811765,4.941176,5.840909,6.709091,4.107143,5.3,5.25,6.320574,4.794117,5.905406,4.263158,3.368421,5.037037,4.5,4.319445,5.979592,4.036364,8.12037,4.413793,4.703704,4.357143,6.7,7.178571,6.289474,4.969231,5.695652,26.71854,5.110236,4.063291,4.367188,4.342857,22.18912,5.48,9.175373,5.230769,4.678161,5.502591,9.880597,4.909091,8.418803,8.782609,4.333333,7.191589,4.293103,5.310345,6.847457,5.777778,8.5,5.541667,6.175299,5.384615,6.702882,6.111111,21.12714,6.558252,5.481482,7.433071,5.826923,8.331915,5.12,5.5,5.5625,4.615385,18.79268,6.03125,5.854546,5.804511,5.4375,5.490909,5.224138,6.53913,6.5,6.783069,6.28125,6.076555,7.044643,6.821429,6.973155,6.911765,7.445946,5.405406,10.05245,5.6,7.121951,6.944445,7.754717,7.6,5.5,7.5,4.897638,7.376812,4.964286,4.695652,7.081081,4.823529,5.90099,4.775862,4.702703,4.578948,4.509091,6.45,5.25,7.619926,4.704545,5.081081,5.305555,7.25,7.176471,4.709677,5.2,6.407407,6.039326,5,5.166667,3.7
238,5.046512,7.489796,11.48322,7.361257,5.972477,5.333333,4.5,4,5.590278,6.234375,4.573529,25.30023,17.97214,27.23351,5.705263,7.125,4,4.428571,3,4,5.037037,5.788235,3.897059,5.522727,7.018182,4.982143,5,4.875,6.464115,4.544117,5.581081,4.578948,3.315789,5.177778,4.75,4.236111,6.204082,4.3,7.842593,4.62931,4.962963,4.614286,5.5,7.196429,6.631579,4.615385,5.34058,26.73179,4.96063,4.189873,4.953125,4.342857,22.16839,5.8,9.317164,6.923077,4.689655,5.212435,9.19403,5.045455,8.290598,8.613044,3.666667,7.191589,4.586207,6.068965,6.779661,5.6,8.488636,4.770833,6.298805,5.538462,6.643015,6.555555,21.49633,6.757282,6.444445,7.425197,6.826923,8.106383,5.693333,3,5.1875,4.076923,18.91951,6.007813,5.590909,5.887218,5.6875,6.236363,5.146552,6.4,7.6,6.777778,6.458333,5.870813,7.044643,6.803571,7.04698,7.117647,7.358108,5.418919,9.982517,6,7.170732,6.54321,8.292453,7.2,5.75,6.166667,5.535433,7.449275,5.857143,4.695652,6.387387,5.117647,5.603961,4,4.891892,4.789474,4.763637,6.466667,5.274194,7.453875,4.965909,4.783784,5.055555,7.227564,7.176471,4.741935,5.828571,6.814815,6,5.5,5.311111,5.2
239,5.232558,8.22449,11.58166,7.471204,5.486238,5.111111,4.5,4,5.583333,5.851563,4.235294,25.24944,18.25077,27.10695,5.557895,6.994792,4.5,4.857143,3.1,4.240741,4.691358,6.105882,5.058824,5.909091,6.836364,4.892857,5.45,5.875,6.157895,4.588235,5.378378,5.263158,3.947368,4.962963,5,3.986111,5.933673,4.636364,8,4.5,5.037037,4.385714,5.3,7.035714,7,4.792308,5.42029,26.51656,5.007874,4.012658,4.390625,4.571429,22.28757,5.64,9.220149,6.923077,4.758621,5.217617,9.597015,4.204545,7.846154,8.704348,3.333333,7.158878,4.517241,5.965517,7.220339,5.733333,7.909091,5.416667,6.278884,5.307693,6.829268,5.888889,21.09291,6.995146,5.740741,7.007874,5.75,7.974468,5.653333,5.5,6.0625,3.923077,19.02195,5.726563,5.645454,5.43609,5.054688,6.036364,5.12931,6.756522,6.5,6.751323,6.489583,5.909091,7.035714,6.714286,6.818792,7,7.364865,5,9.954545,6.6,5.585366,6.648148,8.094339,7.3,4.75,6.833333,5.503937,7.449275,5.107143,4.695652,6.675676,5.705883,5.960396,4.672414,4.972973,4.157895,4.624242,6.633333,5.209677,7.760148,4.579545,5.189189,5.138889,7.217949,6.058824,4.822581,4.914286,5.222222,6.106741,5.5,4.488889,3.7
240,4.953488,7.693878,11.566,7.518324,5.816514,5.333333,4.475,4,5.604167,5.710938,4.235294,25.50451,17.83282,26.98396,5.136842,7.057292,4.5,6.285714,3.05,4.314815,5.185185,5.705883,5.073529,5.159091,5.890909,4.875,5.75,5.875,6.354067,5.029412,5.527027,4.894737,3.657895,4.874074,4,3.986111,6,4.245454,7.296296,4.543103,4.592593,4.2,4.8,6.571429,6.157895,4.876923,5.442029,26.12252,5.433071,4.088608,4.34375,4.442857,22.6658,4.96,9.171641,5.923077,4.574713,5.595855,9.313433,5.159091,8.119658,8.482609,3.666667,7.093458,4.034483,5.689655,7.18644,5.355556,8.477273,5.416667,6.334661,5.426035,6.740576,5.555555,21.53545,6.475728,5.296296,6.732284,6.096154,8.195745,5.28,4.5,5.5625,4.461538,19.3878,5.859375,5.727273,5.541353,5.640625,6.090909,5.318965,6.278261,7.6,6.518518,6.34375,5.76555,7.375,6.595238,7.241611,6.558824,7.121622,5,10.15734,3.8,7.219512,6.796296,7.613207,6.9,5,5.75,5.299212,7.289855,5.017857,5,6.432433,4.794117,5.346535,4.689655,4.72973,4.578948,4.545455,6.461111,5.225806,7.601476,4.829545,4.756757,5.555555,7.259615,6.176471,4.741935,4.485714,6.222222,5.893259,5.666667,4.766667,4.4
241,4.906977,7.469388,11.59732,7.701571,5.779817,5.259259,3.975,4.666667,5.652778,5.507813,4.176471,25.50677,18.02477,27.03922,5.452631,7.057292,4,4,3,3.740741,4.506173,5.552941,5.220588,5,6.345455,4.964286,4.9,4.25,6.210526,4.970588,5.148649,4.526316,3.842105,5.037037,4.25,4.611111,5.954082,4.118182,7.240741,4.396552,4.407407,4.185714,5.6,6.303571,6.342105,4.746154,5.768116,26.35099,5.165354,4.303797,4.359375,5.185714,22.44041,6.4,9.328359,6.923077,4.804598,5.15544,8.835821,5.886364,7.641026,8.295652,3.333333,7.158878,4.482759,5.931035,7.440678,5.577778,7.795455,5.458333,6.155378,5.514793,6.809313,6.222222,21.35697,6.679612,6.296296,6.834646,5.884615,8.068085,5.32,5,5.4375,3.923077,19.11951,5.914063,5.9,5.511278,5.953125,5.945455,5.275862,6.634783,6.1,6.724868,6.583333,5.488038,7.267857,6.726191,6.583893,7.088235,6.966216,5.756757,9.926574,5.4,7.170732,6.962963,7.556604,7,5.5,6.75,5.354331,6.73913,5.214286,4.695652,6.27027,5.058824,5.564356,4.948276,5.216216,4,4.266667,6.555555,4.935484,7.494465,4.852273,4.918919,5.138889,7.253205,6.588235,5.193548,5.285714,6.074074,5.977528,4.5,5.033333,4.5
242,5.744186,7.530612,11.36465,7.513089,5.862385,4.62963,4.4,4,5.416667,5.53125,4.161765,25.40745,17.78328,27.15865,5.48421,7.239583,4,4,2.9,3.740741,4.45679,5.788235,5.176471,5.045455,6.672727,4.910714,4.8,5.25,6.435407,4.352941,5.72973,3.947368,4.131579,5.155556,4.5,4.736111,5.729592,4.454545,7.953704,4.465517,5.37037,4.1,6.7,6.267857,5.894737,4.884615,5.224638,26.16556,4.826772,4.582278,4.8125,5.557143,22.52332,5.88,9.425373,6,4.62069,5.072539,8.134328,5.318182,7.504273,8.447826,4.333333,7.140187,4.465517,5.965517,6.525424,5.533333,7.647727,5.541667,6.310757,5.414201,6.875832,6.111111,21.40098,6.669903,6.703704,6.901575,5.711538,8.187234,5.546667,3,5.875,4.461538,19.06098,5.859375,5.681818,5.736842,5.359375,5.4,5.181035,6.034782,6.3,6.518518,6.104167,5.751196,7.053571,6.880952,6.95302,7.441176,7.594594,4.851351,9.814685,6.2,6.487805,6.716049,7.537736,7,6.5,6.333333,5.472441,6.73913,5.821429,4.478261,6.135135,6.058824,5.455446,4.827586,5.054054,4.578948,4.848485,6.333333,5.282258,7.453875,4.965909,4.351351,4.944445,7.166667,5.823529,5,5.714286,6.074074,5.966292,5.666667,4.933333,4
243,4.976744,7.612245,11.30649,7.329843,5.495413,6.259259,4.725,4,5.604167,5.789063,4.176471,25.36907,18.06811,26.55793,5.136842,7.135417,4,4,3,4.074074,4.580247,5.611765,4.058824,5.25,6.563636,4,5.95,4.25,6.325359,4.485294,5.837838,5,3.342105,4.992593,4.25,4.625,5.510204,3.809091,7.907407,4.086207,4.444445,4.314286,6.5,6.160714,6.552631,5.123077,5.601449,26.15232,5.519685,4.101266,4.8125,4.957143,22.40155,5.36,8.902985,5.923077,4.804598,5.404145,8.820895,4.727273,8.358974,8.386956,4,7.299066,4.189655,5.965517,7.423729,5.444445,7.75,5.479167,5.880478,5.585799,6.789357,5.888889,21.60147,6.645631,5.481482,6.988189,5.903846,7.961702,5.133333,4,5.8125,3.615385,19.22195,5.726563,5.645454,5.669173,5.21875,5.727273,5.318965,6.286956,6.5,6.645503,6.177083,5.631579,7.392857,6.946429,7.067114,7.058824,6.831081,5.432433,10.20979,4.8,7.097561,6.388889,7.811321,6.1,5.75,5.75,5.519685,6.695652,4.803571,4.782609,6.099099,5.382353,5.376237,3.896552,5.054054,3.578947,4.769697,6.488889,5.120968,7.601476,5,4.675676,5.555555,7.121795,6.352941,5.209677,5.057143,6.962963,5.904494,5,4.844444,4
244,5.581395,7.204082,11.51678,7.324607,5.816514,5.740741,4.625,4,5.645833,5.460938,4.205883,25.47743,17.77399,26.42781,5.378947,7.109375,5,4.714286,2.95,3.666667,4.777778,5.717647,4.911765,4.590909,6.127273,5.089286,5.6,5.25,6.172249,4.691176,5.594594,4.947369,3.342105,5.237037,4.25,4.652778,5.959184,4.636364,7.222222,4.224138,4.962963,4.157143,7.3,5.535714,5.81579,4.907692,5.688406,26.2351,5.023622,4.21519,4.796875,5.185714,22.01554,6.08,9.048508,5.923077,4.689655,5.559586,8.402985,5.136364,7.435897,8.295652,3.333333,7.060748,4.344828,5.965517,7.322034,6.333333,7.931818,5.541667,6.326693,5.378698,6.773836,6.555555,21.32029,6.699029,5.814815,6.909449,6.942307,7.897872,5.293334,4,5.625,4.538462,19.00732,5.710938,5.690909,5.736842,5.476563,5.127273,5.189655,6.547826,6.75,6.481482,6.583333,5.641148,7.227679,6.869048,6.879195,6.852941,7.087838,4.716216,9.972028,5.6,6.878049,6.481482,7.556604,5.9,6.5,6.916667,5.307086,6.811594,4.821429,4.608696,5.702703,4.794117,5.554455,4.637931,5.027027,4.157895,4.6,6.488889,5.080645,7.601476,4.909091,4.405406,4.916667,7.314103,5.529412,5.032258,5.542857,6.222222,5.696629,3,5.277778,5
245,4.674418,6.897959,11.24609,7.47644,6.082569,5,3.875,4.333333,5.590278,5.765625,4.176471,25.44808,18.03406,26.61854,5.652632,7.067708,5,5.857143,3.75,4.444445,5.160494,5.529412,3.867647,4.340909,6.018182,4.446429,4.2,4.25,6.311005,4.102941,5.445946,5.421052,3.973684,5.014815,4.25,4.611111,5.816327,4.309091,7.212963,4.405172,4.962963,4.2,6.5,5.642857,5.526316,4.892308,5.710145,26.28477,5.574803,4.367089,4.3125,5.157143,21.96373,5.08,9.276119,5.846154,4.712644,5.409327,7.820896,4.863636,7.931624,8.408695,5,7.182243,4.413793,5.965517,6.372881,5.133333,7.556818,5.479167,6.227092,5.526627,6.784923,5.888889,21.33496,6.271845,4.555555,6.885827,5.961538,7.885107,5.226666,4,5.125,5.615385,19.38537,5.773438,5.254546,5.593985,5.289063,5.854546,5.181035,6.252174,6.5,6.5291,6.145833,5.794259,7.46875,6.952381,6.85906,6.852941,7.486486,4.824324,10.18532,7.2,6.097561,6.481482,7.518868,7.8,5.5,5.5,4.905512,6.275362,4.910714,4.217391,6.072072,5.117647,5.465346,4.810345,5.162162,4.578948,4.878788,6.5,5.129032,7.590406,4.181818,5.027027,5.166667,7.282051,4.764706,5.096774,5.228571,7.074074,6,6.166667,5.166667,5
246,4.883721,7.204082,11.49888,7.272251,5.87156,5.296296,3.95,3.833333,5.881945,5.570313,4.147059,25.51693,17.78638,26.41533,5.610526,6.973958,5,5,3,4.037037,4.728395,5.647059,4.985294,4.954545,5.690909,4.696429,4.75,5.875,5.942584,4.558824,5.351351,4.421052,3.710526,5.014815,4,4.611111,5.913265,4.027273,6.972222,4.448276,5.037037,4.257143,6.7,5.660714,5.657895,4.969231,5.746377,26.46026,4.708662,3.987342,4.507813,4.885714,22.56218,5.84,8.809702,5.923077,4.747127,5.248704,7.716418,4.772727,7.504273,8.017391,3.666667,7.214953,4.103448,6.068965,6.18644,6.511111,7.613636,5.520833,6.36255,5.550296,6.776053,5.555555,21.38631,6.728155,5.962963,7.055118,5.807693,7.893617,5.733333,5,5.5,4.307693,18.96098,5.757813,6,5.526316,5.460938,5.927273,5.431035,6.286956,5.1,6.994709,6.21875,5.641148,7.263393,6.875,6.557047,7.058824,7.006757,4.797297,10.10489,5.6,6.170732,6.54321,7.45283,6.1,5,6.833333,4.834646,6.202899,5.642857,4.478261,5.738739,4.705883,5.584158,4.396552,5.594594,4.578948,4.587879,6.427778,5.217742,7.571956,4.25,5.621622,5.25,7.528846,4.823529,4.758065,4.857143,6.37037,6.016854,5.666667,5.344444,4.7
247,4.418605,6.448979,11.65772,7.575916,5.834862,5.740741,3.5,4,5.618055,5.015625,4.147059,25.26975,18.07121,27.01783,5.452631,6.541667,4,4,3,4.111111,4.45679,5.623529,3.735294,4.386364,5.472727,4.75,5.3,4.25,6.220096,4.529412,5.054054,4.421052,3.815789,5.392592,4.25,4.555555,5.795918,4.327273,6.916667,4.534483,4.703704,4.3,6.5,5.875,5.631579,5.115385,5.485507,26.5,5.062992,4.544304,4.90625,5.014286,22.06995,5.48,9.238806,6.923077,4.770115,5.284974,7.895523,5.022727,7.239316,8.317391,4,7.261682,4.034483,6.068965,6.508474,5.866667,7.920455,5.541667,6.243028,5.64497,6.620842,5.888889,21.12714,6.936893,5.037037,6.909449,5.980769,7.995745,5.12,4.5,5.375,4.923077,18.86098,5.71875,5.7,5.69173,5.03125,6.163636,5.517241,6.356522,7.3,6.460318,6.104167,5.665072,7.120536,7.178571,6.409396,6.911765,7.033784,5.283784,9.72028,6.2,6.707317,6.604939,7.509434,6.8,5.75,5.25,5.299212,6.318841,5.910714,4.347826,6.009009,5.088235,5.544554,4.534483,4.972973,4.157895,4.660606,6.4,5.322581,7.638376,4.920455,4.945946,5.444445,7.144231,4.823529,5.225806,6.771429,6.111111,5.792135,5.666667,5.266667,4
248,4.813953,6.387755,11.63311,7.492146,5.376147,5.037037,4.8,3,5.631945,5.5,4.117647,25.47066,17.98762,27.03922,5.431579,6.869792,4,4,3,3.944444,4.716049,5.470588,5,4.045455,5.745454,5.089286,5.4,5.125,6.124402,4.264706,5.22973,4.421052,3.578947,5.066667,4.5,4.638889,5.806122,3.936364,6.898148,4.362069,5,4.114286,6.7,6.017857,5.605263,4.792308,5.413043,26.19205,5,4.468354,4.78125,5.057143,22.00777,5.36,9.369403,5.615385,4,5,7.477612,5.136364,7.196581,8.169565,4.333333,7.24299,4.482759,5.965517,6.389831,5.688889,6.988636,4.791667,6.466136,5.426035,6.638581,5.222222,21.21516,6.563107,5.740741,7.122047,5.826923,8.285107,5.106667,5.5,6.125,4.076923,18.94878,5.46875,5.263637,5.75188,5.234375,5.345455,5.094828,6.182609,5.5,6.883598,6.020833,5.430622,7.089286,6.797619,6.375839,6.735294,7.067567,5.743243,9.961538,5.6,7.121951,6.604939,7.349057,6.9,5,5.916667,5.409449,6.42029,5.517857,4.565217,5.495495,5.529412,5.534654,4.706897,5.162162,4.157895,4.672727,6.422222,5.274194,7.98524,4.602273,5.27027,5.25,7.003205,4.470588,4.806452,4.942857,7.222222,5.904494,5.666667,4.877778,3.8
249,4.186047,6.183673,11.51454,7.507854,5.247706,4.62963,4.55,3,5.576389,5.15625,4.161765,25.38488,18.33437,27.45455,5.389474,7,4,4,3,4.037037,4.777778,5.223529,5.147059,4.409091,5.472727,5.25,5.3,5,6.086124,4.191176,4.675676,4.789474,4.105263,5.251852,4.5,4.666667,5.653061,4.027273,6.935185,4.224138,4.777778,4.142857,5.7,5.035714,5.236842,4.576923,5.543478,26.2649,4.984252,4.316456,4.5625,5.442857,22.23834,5.52,9.100746,6.923077,4.62069,5.46114,7.686567,4.5,6.803419,8.53913,3.666667,7.336449,4.172414,5.965517,5.559322,5.955555,6.965909,4.979167,6.286852,5.331361,6.605321,5.555555,21.36675,6.674757,6.222222,6.952756,5.884615,8.280851,5.186666,4.5,4.875,4.769231,19.1439,5.757813,5.781818,5.428571,5.234375,6.254546,5.327586,6.113043,6.5,6.619048,6.322917,5.650718,7.075893,6.827381,6.57047,7.470588,6.790541,4.689189,9.84965,5.8,6.585366,6.814815,7.40566,5.6,4.75,5.75,5.149606,6.289855,5.392857,4.26087,5.378378,5.117647,5.386138,4.534483,5.189189,4.789474,4.89697,6.133333,5.467742,7.590406,4.920455,4.540541,4.972222,7.333333,5.117647,4.983871,6.057143,7.444445,5.865169,4,4.922222,4
250,5.418605,6.755102,11.434,7.350785,6.082569,4.925926,4.625,4,5.694445,5.6875,4.323529,25.32619,18.24149,27.09269,5.273684,6.6875,4,4,3,4.185185,4.962963,5.623529,4.602941,4,6.109091,4.910714,5.1,5.25,6.320574,4.5,5.283784,4.578948,3.657895,5.192593,4.5,4.902778,5.821429,3.909091,6.759259,4.681035,5.296296,4.2,6.5,5.660714,5.421052,4.692307,5.630435,26.39073,5.11811,4.113924,4.242188,5.271429,22.15285,5.72,9.179105,6,4.666667,5.082901,7.447761,5.090909,6.547009,8.273913,3.666667,7.158878,4.12069,5.758621,6.423729,5.288889,7.159091,4.979167,6.306773,5.526627,6.742794,5.666667,21.09046,6.606796,6.333333,6.929134,5.865385,7.778723,5.24,4.5,5.6875,4.769231,19,5.789063,5.609091,5.75188,5.3125,5.490909,4.991379,6.4,5.1,6.613757,6.177083,5.770335,7.138393,6.708333,6.154362,6.941176,6.986486,4.864865,10.02448,6.2,6.341464,6.851852,7.45283,6,5,6.833333,5.188976,6.304348,6.089286,4.043478,5.585586,6,5.643564,4.793103,5.945946,4.578948,4.957576,6.133333,5.129032,7.675277,5.079545,5.216216,5.361111,7.192307,4.764706,4.758065,5.028572,6.62963,5.769663,5,5.466667,3.9
251,5.232558,6.265306,11.58389,7.371728,5.220183,6,4.35,3.833333,5.548611,4.960938,4.544117,25.3149,18.16409,27.18895,5.473684,6.880208,4,4.857143,3,3.518518,4.691358,5.317647,4.985294,4.363636,5.781818,4.982143,5.3,5.25,6.311005,4.338235,5.054054,4.263158,3.815789,5.103703,4.25,4.694445,5.566327,4.272727,6.37963,4.456897,4.37037,4.957143,6.4,5.178571,5.157895,4.830769,5.521739,26.20861,4.826772,4.278481,4.40625,5.342857,22.02591,5.64,9.313433,5.923077,4.609195,5.19171,7.164179,5.022727,6.299145,8.3,4.666667,7.102804,4.758621,5.689655,6.322034,5.688889,7.375,5.854167,6.14741,5.621302,6.895787,5.888889,21.29095,6.601942,5.333333,6.822834,6.307693,8.017021,5.093333,4,5.875,4.307693,19.03902,5.898438,5.409091,5.458647,5.210938,6.254546,5.198276,5.791304,7.3,6.37037,5.8125,5.736842,7,6.875,6.33557,7.470588,6.966216,5.283784,9.947553,5.6,7.219512,6.722222,7.160378,5.8,5.5,6.25,5.622047,6.304348,5.053571,4.73913,5.621622,5.294117,5.574257,4.086207,5.810811,5,5.042424,6.533333,5.193548,7.686347,5.022727,5.378378,5.388889,7.246795,5,5.064516,5.057143,6.185185,5.775281,6.166667,5.077778,4.7
252,4.953488,6.795918,11.27293,7.486911,5.321101,5.407407,4.525,3,5.451389,5.640625,4.191176,25.3386,17.98762,26.9287,5.473684,6.796875,4,4,3,4.111111,4.839506,5.517647,4.602941,4,5.563636,4.821429,5.55,5.25,6.339713,4.5,5.472973,4.421052,3.921053,5.481482,4.25,4.611111,5.632653,4.645454,6.222222,4.439655,5.111111,4.2,5.3,5.571429,5.736842,5.138462,5.442029,26.27483,5.377953,4.329114,4.257813,5.157143,22.0285,5.36,9.320895,6,4.701149,5.088083,7.238806,4.977273,6.290598,8.347826,4.666667,7.443925,4.137931,5.655172,6.305085,5.688889,6.943182,5,6.087649,5.349113,6.97561,6.555555,21.17848,6.718447,5.481482,6.870079,6,8.319149,5.2,4,5.25,4.307693,18.76585,6.039063,6.1,5.68421,5.335938,5.927273,5.336207,6.078261,6.5,6.566138,6.114583,5.717703,6.995536,6.886905,6.154362,7.264706,7.574324,5.027027,9.989511,6.2,7.121951,6.425926,7.254717,6.3,5.5,5.166667,5.330709,6.246377,4.767857,4.043478,5.738739,4.705883,6.089109,4.793103,4.972973,4.210526,5.054545,6.377778,5.290323,7.767528,4.534091,5.027027,5.027778,7.342949,4,5.419355,5.914286,6.62963,5.938202,4.666667,5.177778,5.4
253,5.372093,6.081633,11.3311,7.429319,5.220183,4.925926,3.375,3,5.597222,4.945313,4.161765,25.22686,18.12074,27.18538,5.642105,6.661458,4,4,3,3.666667,4.493827,5.752941,4.720588,4.909091,5.636364,5.017857,5.3,4.25,6.047847,4.779412,5.148649,5.473684,3.710526,4.977778,3.75,4.319445,5.336735,3.936364,6.25,4.051724,4.962963,3.928571,3.8,4.857143,5.31579,4.623077,5.615942,26.62914,5.212598,4.063291,4.625,5.085714,22.16062,5.36,9.298508,5.923077,4.62069,5.243523,7.358209,4.568182,6.393162,8.42174,4,7.163551,4.603448,5.965517,6.694915,5.866667,6.738636,4.9375,6.103586,5.35503,6.980044,6.555555,21.15159,6.519417,5.851852,6.88189,5.903846,8.110639,4.853333,4.5,5.6875,4.692307,18.98293,5.96875,5.663636,5.586466,5.125,6.436364,5.224138,6.304348,6.3,6.592593,6.145833,5.76555,7.160714,6.833333,6.469799,6.941176,7.385135,4.608108,9.86014,5.4,6.707317,6.493827,6.962264,5.7,4.5,5.916667,5.291338,6.318841,4.428571,4.695652,5.54955,4.794117,5.356436,4.810345,5.216216,3.578947,4.327273,5.9,5.241935,7.797048,4.125,5.243243,4.861111,7.169872,4.470588,5.467742,5.4,6.185185,6.14045,4.666667,4.944445,4.7
254,5.162791,6.653061,11.26174,7.17801,5.385321,5.111111,4.3,4,5.6875,5.414063,4.132353,25.52596,18.04334,26.82888,5.368421,6.276042,4,4,3,4.185185,4.617284,5.470588,4.926471,4.909091,4.909091,5.160714,5.4,5.25,6.22488,4.5,5.459459,4.421052,3.973684,5.007407,4.25,4.972222,5.551021,4.7,6.166667,4.551724,5.037037,4.214286,5.7,4.928571,5.947369,4.476923,6.014493,26.36755,5.669291,4.164557,4.460938,5.014286,22.05959,5.36,9.003732,5.923077,4.643678,5.367876,7.029851,5,5.905983,8.265218,3.666667,7.018692,3.862069,6.137931,6.271186,5.511111,7.045455,4.9375,6.011952,5.508876,6.716186,5.555555,20.79218,6.762136,6.703704,6.570866,5.980769,8.217021,5.266667,5,4.75,4.692307,18.89024,5.648438,5.236363,5.503759,4.960938,6.090909,5.112069,6.252174,5.5,6.671957,6.322917,5.645933,6.799107,6.702381,6.550335,6.852941,7.141892,5.405406,9.870629,5.4,7.121951,6.765432,7.09434,6,6.5,5.75,5.653543,6.347826,5.410714,4.217391,5.54955,5.117647,5.247525,4.068965,4.972973,4.578948,4.345455,6.25,5.25,7.767528,4.886364,4.837838,5.527778,7.195513,4.470588,5.032258,5.457143,6.444445,5.938202,3,5.511111,4
255,5.046512,6.448979,11.3132,7.418848,5.431193,5.407407,4.5,5.166667,5.520833,5.21875,3.970588,25.56772,17.75851,26.68806,5.178947,6.552083,4,4,3,3.666667,5.061728,4.929412,4.911765,4.409091,4.890909,5.089286,4.7,5.875,6.277512,4.308824,5.243243,5.789474,3.684211,5.2,3.75,4.958333,5.47449,4.3,5.990741,4.336207,4.888889,4.242857,7.3,4.892857,4.947369,4.707692,5.731884,26.31457,5.149606,4.379747,4.601563,5.114286,21.74611,5.92,8.671641,5.923077,4.666667,5.031088,6.552239,4.954545,6.264957,8.343478,4,7.200934,4.034483,5.827586,6.474576,4.266667,7.159091,5,6.027888,5.236686,6.820399,5.666667,21.10513,6.393204,5.592593,6.641732,6.230769,8.076595,5.613333,5,5.6875,5.230769,19.28293,5.59375,5.690909,5.676692,5.367188,5.418182,5.206897,6.069565,7.6,6.216931,5.791667,5.440191,7.071429,6.767857,6.489933,7.088235,7.195946,4.959459,9.818182,5.6,5.804878,6.419753,7.066038,5.6,5.5,5.75,5.440945,6.275362,5.339286,4.26087,5.810811,4.029412,5.277228,4.655172,6.081081,5,4.509091,6.588889,5.008065,7.553505,4.931818,5.621622,5.444445,7.419872,4.470588,5.258065,5.371428,6.481482,6.011236,4.833333,4.966667,4
256,5.674418,6.102041,11.58837,7.47644,5.238532,5.296296,4.475,4,5.680555,5.257813,4.147059,25.39729,18.04644,27.34759,5.557895,6.661458,4.5,4.142857,3,3.666667,4.777778,5.188235,4.147059,4,5.181818,4.642857,4.8,5.25,6.196172,5.102941,5.716216,4.578948,3.789474,5.311111,4,4.694445,5.408163,4.3,5.453704,4.594828,4.925926,4.185714,7.1,4.803571,5.631579,4.676923,5.797101,26.32119,5.055118,4.21519,4.765625,5.014286,22.08808,6.12,9.227612,5.923077,4.781609,5.326425,6.462687,4.795455,6.034188,8.308696,4.333333,7.214953,4.362069,5.965517,6.457627,4.933333,6.818182,4.875,6.318725,5.698225,6.884701,6.555555,21.07824,6.684466,6.222222,6.69685,6.192307,8.042553,5.24,5.5,5.625,4.923077,18.94634,5.515625,5.436364,5.977444,5.070313,6.072727,5.25,6.365217,6.1,6.518518,6.1875,5.703349,6.808036,6.380952,6.322148,6.764706,7.290541,4.959459,9.961538,4.6,6.121951,6.759259,7.273585,6,4.25,7.166667,5.535433,6.173913,4.928571,4,5.783784,5.117647,5.396039,4.568965,5.837838,4.157895,4.690909,6.411111,5.096774,7.701107,4.545455,4.891892,5.25,7.448718,4.470588,4.822581,4.971428,5.222222,5.758427,5.166667,5.077778,4.7
