Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129
20,15,12.66667,14.5,17.66667,15.91304,16.69565,13.21739,13.13333,13,14.5,11,14.84615,16.66667,16.97992,20.47789,15,13.9,12.75,17.00629,14.74286,19,14.44,14.90909,12.55556,13,15.03191,44.22455,12.48,15.83226,13,13.51852,15.87,14.42857,12.16667,16.11552,11.12,14.70621,14.75,15.66667,12.16667,18.25376,12.90909,13.5,14.75472,26.75703,11,16.19463,16.22944,13.1,14.35714,17.66667,18.72727,26.13867,15.5906,13.33333,14.9,14.4,16.74194,16.7,19.56505,15.58647,18.53333,15.69767,17.04571,17.36364,16.41026,24.56012,12.76923,18.98639,15.75,15.70213,17.93548,14,15.18182,11,14.71739,18.84681,15.21795,16.3022,16.63918,15.84694,15.79661,13.33333,15.36364,17.76371,15.63584,17.21,18.55714,17.08333,18.9322,17.16216,13.42857,18.8509,18.85455,18.47303,19.125,17.06627,18.94258,15.26389,15.48,15.33333,16.40789,16.13559,11,16,19.53636,26.26555,17.48571,16.28,15.43396,16.90226,15.44248,19.01119,16.17822,13.5,15.20408,16.03846,16.08,13.75,13.18182,13.83333,15.19149,17.20482,16.99595,16.83333,13.25,15.23771,11.83333,16.9619,15.09804
21,14.33333,13.66667,15.5,14.83333,15.91304,17.33333,11.69565,14.93333,11,15,12.14286,15.29808,14,16.66667,20.35469,12.5,12.15,16.25,16.9717,14.62857,12,13.72,16.09091,12.88889,11,14.78723,44.35585,14.08,15.6,13,13.92593,16.195,11.71429,11.16667,15.75451,12.42,14.58192,18,14,13.11111,17.87312,12.72727,13.25,15.66038,27.30691,10.5,15.49664,15.48485,14.1,16.07143,16.5,18.81818,25.62109,15.95973,14.2963,14,14.56,17.90322,17.7,19.54757,15.09774,16.56667,15.80233,16.50857,17.61364,16.34359,24.36149,13.23077,19.03175,15.31667,14.40425,18.09678,13.38461,15.22727,9,14.67391,18.6766,14.53846,16.05494,17.04124,15.47959,15.27119,15.33333,17.09091,17.79747,15.13295,17.605,17.52857,16.375,19.74576,17.93243,16.71428,18.42918,19.45455,18.67635,20.4375,17.26506,19.00957,16.16667,15.2,16.77778,17.32895,16.86441,11.4,15.5,18.19091,26.81419,16.71837,18.12,15.51887,16.25564,15.31858,19.32463,16.51485,13.73529,16.26531,15.42308,16.68,13,13,16.83333,14.42553,17.47289,16.98785,17,16.35,15.53279,14.83333,16.99048,16.34314
22,11.66667,13.33333,14.375,17.16667,15.84348,16.74638,14.69565,12.53333,9,13.59091,10.42857,14.50961,11.33333,17.07229,20.3388,12.5,12.7,12.25,16.72013,14,11,13.1,15.36364,13.77778,15.5,14.94681,44.14938,12.8,15.90968,12,13.09259,15.76,14,12.33333,16.07581,12.76,14.32768,18.375,14.33333,12.83333,18.21505,14.18182,10.90625,14.71698,26.89003,15,17.38926,15.82251,11.7,15.21429,16.30769,16,26.00391,15.78523,13.11111,14.9,13.44,16.6129,17.3,19.3767,15.52632,16.6,15.5814,16.83714,17.5,16.79487,24.43683,12.69231,18.61225,15.66667,14.02128,18.04301,16.15385,15.31818,9,14.26087,18.39149,14.70513,16.57692,16.52577,15.29592,15.72034,9,15,17.68143,16.03468,17.515,16.51429,16.16667,17.81356,17.81081,17,18.25666,19.10909,18.8195,19.875,17.0241,18.9689,15.26389,15.04,20.33333,17.68421,17.32203,10.6,13,18.6,26.32217,15.70612,16.52,15.58491,15.93233,16.81416,18.48134,16.46535,12.94118,16.94898,17,15,15.25,11.81818,15.16667,14.10638,17.15964,16.81376,17.66667,14.8,14.88525,11.83333,16.91429,15.31373
23,16.33333,12,14.125,15.66667,15.14783,17.25362,13.26087,12,13,13.54545,9.857142,14.21154,13.33333,17.46185,20.23398,16,12.7,15.75,16.43396,15.4,18,13.78,14.54545,13.22222,13,14.88298,43.56518,14.04,15.54839,13,12.62963,16.095,13,12.16667,15.31408,13,14.33333,15.625,12.66667,14.33333,17.97849,13.27273,13.25,14.81132,27.18414,13.5,16.24161,15.38528,14.2,14.57143,16.88461,19.36364,25.49023,15.91275,15.25926,14.7,13.6,17.54839,16.9,19.46796,15.11278,17.96667,16.36047,16.67714,15.97727,16.92308,24.45434,13.30769,18.45805,14.86667,14.17021,17.73118,15.53846,16.27273,12,14,18.26383,16.07692,16.72528,17.48454,16.26531,15.79661,10.66667,15.90909,18.04219,15.56069,17.835,16.84286,15.16667,17.98305,16.86486,14.57143,18.44728,20.18182,19.40042,20.25,17.08434,19.70096,16.36111,14.56,16.66667,17.68421,16.83051,12.6,14.5,19.61818,26.40351,15.30612,16.64,16.49057,16.84962,15.40708,19.41418,16.48515,14.38235,16.58163,17.03846,15.6,14.33333,11.90909,16.08333,14.19149,17.20181,17.00405,18.33333,15,14.82787,13.83333,17.37619,16.85294
24,13.66667,13.66667,13.375,14.83333,15.95652,16.13043,13.13043,11.13333,14,15.45455,11.28571,14.83654,12.66667,16.76305,20.08296,15,11.65,10.75,16.86478,14.54286,13,13,16.27273,12.66667,15,14.58511,44.10086,13.08,15.65161,12,12.33333,17.43,14.28571,13.33333,17.1769,12.1,15.08475,15.375,15,13.11111,18.04516,12.54545,12.53125,16.66038,27.25064,15.5,17.61745,16.07792,13.5,15.42857,17.28205,21.27273,25.91602,16.96644,13.55556,17.7,13.32,18.3871,18.8,19.73495,15.75188,18.13333,15.60465,16.87714,17.77273,16.65128,24.89117,13.23077,19.01587,17.4,16.51064,18.45161,17.92308,17.40909,17,16.26087,19.05532,16.07692,17.17033,16.43299,16.66327,15.50847,9.666667,19.45455,18.45148,16.36994,17.385,18.37143,17.25,19.84746,18.85135,16.71428,18.84771,24.32727,21.43776,19.375,19.1747,20.33971,16.29167,17.4,19.55556,17.76316,18.29661,11.4,15,20.81818,27.21053,15.50204,17.28,16.96227,16.6391,16.18584,20.03731,17.78218,14.20588,17.41837,16.03846,18.04,13.75,12.45455,17.91667,14.95745,17.31325,17.65992,18.33333,15.3,15.77049,12,17.80476,16.27451
25,15.33333,12,14.375,15.33333,15.09565,16.31884,12.30435,14.33333,10,15.13636,15,14.52885,14.66667,16.89157,20.462,14.5,14.05,11.5,16.43082,14.28571,18,13.8,14.81818,14,15.5,14.3617,44.35205,14.16,15.6,11,12.68519,18.6,12.71429,12.5,20.0722,12.92,17.45198,17.125,10.66667,13.33333,18.9914,13.63636,14.15625,17.13208,27.3734,10.5,18.04027,16.62771,14.2,16.28572,19.80769,21.72727,27.67773,17.67785,15.40741,18.5,15.08,19.87097,18.1,19.7301,17.7594,18.5,17.25581,16.87714,18.61364,16.92308,25.51218,13.76923,20.34467,17.56667,17,18.50538,20.30769,16.31818,11,18.08696,20.34894,17.75641,18.71428,16.7835,18.85714,16.51695,12.33333,20,19.79958,17.19075,18.395,19.77143,18.45833,20.69492,20.95946,18,18.57615,27.4,24.60166,21.15625,21.6506,23.13876,17.95833,19.8,21.33333,19.14474,20.38983,13.6,12,22.7,28.0614,17.2,20.16,17.00943,17.84962,17.61947,21.8209,17.45545,14.17647,18.4898,19.84615,17.6,13.33333,14.63636,16.25,16.23404,17.37048,18.74089,16,14.75,16.69672,12.33333,17.50476,17.90196
26,15,12.33333,12.5,17.5,15.28696,16.27536,13.82609,12.26667,14,15.22727,15.14286,14.95192,13.66667,16.75502,20.68554,12,13.2,14.75,16.93396,13.54286,11,13.66,14.36364,11.88889,15,14.85106,44.48335,13.72,15.70968,13,13.5,19,11.85714,14,19.25632,11.94,17.58192,14.25,15.33333,12.22222,19.55699,14,13.78125,17.67924,27.79028,10.5,18.77852,15.99134,13.7,18.28572,19.53846,22,28.06445,19.20134,14.51852,18.4,13.72,20.35484,19.9,20.12427,19.27068,18.76667,18.24419,16.73714,18.59091,17.69744,25.58219,17.07692,20.8254,18.08333,16.93617,18.86021,18.92308,16.22727,15,15.26087,20.99149,17,19.04945,16.25773,18.04082,17.27119,13,18.72727,20.91772,17.54913,19.135,20.44286,20.25,22.10169,20.78378,18,18.8115,26.34546,25.43776,22.375,21.28916,23.29904,18.94444,19.76,20.22222,19.71053,20.74576,12.8,17.5,22.71818,28.28469,18.20816,18.56,18.12264,18.75188,17.8938,22.27985,18.08911,16.02941,18.32653,17.80769,17.24,12.58333,11.90909,17.25,16.87234,17.63253,18.79757,17.33333,16.55,18.11475,13.83333,17.61905,18.41176
27,12.66667,11,16.5,16.5,15.3913,16.85507,12.30435,15.33333,13,14.77273,10.57143,15.39423,17.33333,16.99197,20.35768,14,12.45,12.75,16.77673,14.91429,13,14.2,12.72727,12.55556,10.5,14,44.647,12.28,15.60645,19,12.68519,19.025,12.14286,10.83333,18.6065,12.22,17.9887,14.875,13.33333,12.44444,19.03871,11.54545,14.15625,17.4717,26.73401,13.5,19.19463,15.33333,13.5,20.21428,20.28205,21.09091,27.61328,19.7651,13.96296,18.6,12.76,19.51613,19.6,20.38738,18.96992,16.36667,16.73256,17.05429,19.63636,17.11795,25.63166,15.92308,20.9229,18.51667,16.61702,18.91398,20.53846,15.31818,14,15.84783,21.00851,18.55128,19.07143,17.2268,18.2449,17.05932,12,17.27273,20.90084,17.12717,18.485,19.44286,18.5,21.10169,20.7027,16.85714,19.08094,27.43636,26.02282,22.375,21.08434,24.05981,18.45833,20,19.44444,20.17105,19.84746,13,17.5,23.31818,28.44498,18.00816,19.08,17.71698,18.96241,18.43363,22.56343,17.51485,16.02941,18.69388,19,17.32,13.5,13.63636,16.41667,17.51064,17.11145,18.81376,18.33333,17.3,17.5,12.66667,17.91905,18.70588
28,13.66667,15.66667,14.375,16.66667,16.12174,17.13043,12.91304,12.73333,14,13.40909,11.42857,15.16346,12.33333,17.17671,20.50422,15,11.95,12.5,16.45283,14.57143,11,13.94,15.18182,12.55556,16.5,14.81915,44.85728,13.6,15.8129,13,12.94444,18.68,12.71429,15,18.70036,12.74,17.71186,14.625,13.66667,14.66667,18.81505,12.27273,12.625,17.54717,27.62148,14.5,19.24832,15.87013,15,21.35714,19.1282,19.90909,28.08789,19.55033,15.74074,18.3,13.08,18.74194,18.7,20.46408,18.89474,16.33333,17.94186,17.07714,18.95455,17.80513,26.32953,15.15385,20.90476,18.05,17.29787,18.73118,18.07692,15.54545,13,15.47826,21.01702,18.69231,18.63736,17.16495,18.11225,17.36441,15,17.72727,20.62025,18.16185,18.855,20.54286,19.58333,22.94915,20.31081,19.28572,18.93717,26.98182,26.60788,23.0625,21.87952,24.09569,19.04167,19.92,21.33333,19.03947,19.78814,12.4,16.5,23.54545,28.20415,17.08571,18.72,17.60377,18.37594,17.65487,23.01119,17.71287,15.67647,18.7551,19.96154,17.64,11.5,12.90909,18,15.08511,17.35843,19.25101,20.33333,15.45,18.56557,12.16667,18.33333,19.53922
29,14.66667,10,17.25,17.16667,15.4,16.96377,12.3913,10.6,11,13.90909,14.14286,15.14423,11,17.56225,20.25683,13.5,12.9,15,16.65094,14.48571,12,14.68,15.36364,12.66667,14,14.32979,45.23406,13.52,15.7871,14,12.11111,18.77,13.57143,14,18.87004,13.02,17.70057,16.125,15,13.94444,19.1785,14.18182,13.125,17.54717,26.7289,13,18.9396,15.93507,14.1,22.07143,18.48718,22.27273,27.83203,19.49664,13.96296,18,13.48,20.22581,17.6,20.23689,18.31579,17.43333,16.93023,16.59714,17.79545,17.26667,25.8516,15.30769,20.49206,17.33333,17.61702,17.86021,17.84615,17.5,17,15.84783,21.46383,20.19231,18.65385,16.65979,17.03061,16.79661,14,19,20.75316,18.2659,18.635,19.3,19.58333,23.72881,21.10811,18.28572,18.59212,27.45455,25.6639,22.375,20.6747,24.14593,18.01389,19.32,20.33333,20.03947,19.64407,11.6,14.5,23.25455,28.0311,16.73469,18.92,18.5566,17.60902,18.06195,22.50373,17.35644,14.85294,19.42857,17.61539,17.12,14,13,18.08333,16.82979,17.48494,18.51012,18.83333,15.75,17.97541,12.66667,18.24762,20.18627
30,15.66667,13.33333,14.75,13.83333,15.53913,16.65217,13.26087,11.46667,14,13.63636,10,15.49039,11.66667,16.3253,20.43219,16.5,12.15,12.5,16.46855,14.88571,11,13.72,12.45455,15.66667,14.5,14.38298,45.62512,12.92,15.5871,16,12.37037,18.545,13.14286,15.66667,17.4982,11.84,17.50847,20.5,15,12.33333,18.87312,12.45455,14.65625,17.4717,27.34271,11,18.80537,16.1039,11.5,19.92857,19.67949,22.27273,27.5918,20.34228,14.77778,17.4,15.24,20.51613,18.8,20.23398,18.42105,16.56667,17.87209,16.96286,17.93182,17.46667,25.87139,14.92308,20.34921,17.15,16.85106,18.43011,20.69231,16.86364,15,16.30435,21.05106,20.38461,18.56044,16.7835,17.27551,16.83898,13.66667,18.54545,20.98312,17.93642,18.125,19.7,16.29167,22.01695,20.52703,18,18.88498,26.4,25.65975,21.59375,19.98193,23.53828,18.15278,19.4,18.11111,21.84211,19.02542,13.2,16,22.61818,27.95375,16.23265,17.44,17.9434,18.65413,16.99115,21.64552,17.19802,16.38235,18.88775,17.34615,16.76,14.91667,12.63636,17,17.40425,17.22289,17.59514,17.16667,15.15,18.45082,11.66667,18.15714,19.21569
31,14,14.33333,13.75,18.5,15.29565,16.68116,14.13043,13.93333,15,15.59091,11.71429,15.66346,13,16.48996,20.40835,16,12.5,11,16.46541,13.77143,14,14.46,13,15.44444,15,14.91489,46.56042,14.84,14.97419,11,12.11111,18.655,13.85714,14.5,17.60289,11.58,17.18079,15.75,15.66667,13.16667,18.81505,14.81818,11.15625,17.26415,26.79284,12,19.91275,16.03463,11.6,19.85714,18.35897,19.90909,27.16211,21.30201,13.40741,16.6,12.6,19.16129,17.9,20.17767,17.83459,17,16.45349,16.61714,19.11364,17.7282,25.78082,16.46154,20.44218,16.71667,15.68085,18.55914,16.07692,16.63636,11,15.80435,21.07234,18.8718,18.51099,17.02062,16.69388,16.28814,12.66667,19,20.25527,18.04624,18.185,18.67143,18.70833,22.0678,21.28378,17.85714,18.86901,25.01818,25.75934,20.90625,20.43373,23.82536,17.66667,18.68,16.55556,20.15789,20.16949,14,15.5,22.51818,28.06858,16.43674,18.6,17.0566,18.03008,18.43363,22.08209,16.9802,16.47059,19.58163,17.34615,17.4,14,11.90909,17.25,17.2766,17.30422,17.57085,16.33333,14.8,18.22951,11.5,18.45238,19.98039
32,16.33333,13.66667,16.75,15.5,15.26957,17.5,13.52174,15.4,12,16.09091,13.71429,14.51923,12.66667,17.05221,20.27769,13.5,12.1,14.5,17.2327,14.31429,12,14.06,15.54545,12.44444,13,14.57447,46.24453,13.88,16.10323,12,13.53704,18.06,14.71429,14.66667,17.83755,13.46,17.09039,18.375,16.33333,11.61111,18.80215,12.27273,12.53125,17.96227,26.97187,14.5,19.39597,15.88312,12.6,20.14286,17.51282,21.90909,27.07422,19.7047,13.7037,18.1,13.6,18.22581,19.9,20.52913,18.16541,17.16667,17.12791,16.84286,17.61364,17.45641,25.76636,16.38461,20.09297,18.66667,16.34043,17.8172,18.23077,16.13636,13,15.47826,20.82553,20,18.46703,17.34021,17.08163,16.31356,13,17.54545,20.61814,18.06358,18.095,19.07143,18.54167,22.20339,19.58108,15.85714,18.68158,25.27273,24.92739,22.25,19.54217,23.58134,17.40278,19.28,19.33333,18.75,19.55932,10.4,13.5,23.34546,27.93461,15.65306,17.56,17.4717,17.43609,18.11504,21.56716,16.79208,15.32353,18.06122,17.88461,17.96,12.16667,12.45455,17.58333,17.25532,16.94277,17.89069,15.16667,17.55,18.35246,13.66667,17.91429,19.14706
33,15.66667,12.66667,13.125,14.16667,15.46087,16.62319,13.78261,13.6,13,15.18182,9.571428,14.98077,12,17.13655,20.28912,19.5,11.7,17.5,16.64151,14.51429,9,13.52,15.36364,12,14,15.06383,45.01142,12.96,15.76774,15,13.33333,17.735,14.14286,16.16667,17.16245,13,17.12994,19.375,12.66667,11.88889,18.33764,13.18182,13,16.90566,26.68031,15,18.55705,16.06494,11.2,19.42857,17.51282,19.81818,27.14063,19.89262,14.96296,16.8,12.92,19.54839,17.3,20.05049,17.55639,16.76667,18.05814,16.82857,17.40909,16.94359,25.16819,17.92308,20.46712,17.3,16.85106,18.25806,19.23077,14.68182,17,15.21739,20.13617,18.51282,18.48352,17.79381,16.4898,16.65254,10.33333,19.90909,19.66034,17.93642,18.04,18.71428,18.08333,21.45763,19.63514,17.28572,18.72204,23.8,23.81743,20.5625,19.37349,22.88277,16.73611,17.64,17.88889,19.35526,18.44915,12.4,14,22.75455,27.35168,15.8449,18.72,17.56604,17.23308,17.53982,21.79478,16.16832,17.35294,18.2551,18,16.72,12,12.09091,17.83333,18.02128,17.45783,17.91093,18.66667,14.75,17.45082,14.16667,17.79524,18.30392
34,14.33333,14.33333,16.5,14.83333,15.70435,17.07971,13.30435,12.13333,14,14.04545,13.14286,15.125,13.33333,16.46586,20.38698,10.5,12.85,12.75,16.74843,14.22857,20,14.92,16.09091,11.44444,17.5,15.26596,45.2588,13.64,15.25806,13,12.98148,17.81,11.57143,12.16667,17.2491,12.8,16.37288,16.5,12,14.16667,17.98495,12.90909,11.8125,16.92453,27.36061,13.5,19.05369,16.15152,13.9,18.78572,18.57692,20.45455,26.82813,18.8255,12.85185,17.1,14.04,18.64516,19.4,19.97767,17.34587,15.96667,16.43023,16.64571,17.11364,16.7282,25.21385,14.53846,20.09751,17.2,15.53191,16.60215,19.07692,16.22727,9,15.36957,20.48511,19.0641,18.0055,16.74227,16.45918,16.66102,13.33333,19.09091,19.2827,17.47977,17.925,17.7,19.29167,20.94915,20.33784,15.14286,18.82109,21.65454,22.9917,21.96875,19.36747,22.77033,17.43056,17,20.44444,19.36842,18.5,11.6,16,20.72727,27.19378,15.46122,18.68,16.96227,17.15038,17.87611,20.83582,16.80198,15.41177,17.7449,17,17,14.08333,13.63636,17.08333,16.95745,17.50301,17.52632,20.33333,14.4,17.85246,13.5,17.78572,17.79412
35,16.66667,14.33333,13.25,16.5,15.31304,16.82609,11.34783,14.13333,11,13.22727,12.42857,15.25961,13,17.7751,20.65673,11.5,12.9,16,16.73585,14.85714,11,14.1,16,11.55556,15.5,14.68085,45.30923,14.76,16.34839,14,12.59259,17.955,12.42857,13.66667,17.40072,13.38,16.64972,17.625,16,11.83333,18.55914,12.63636,13.5,15.45283,26.41176,12.5,18.51007,15.8658,11.8,19.21428,17.26923,19.18182,26.40234,19.1745,15.2963,17.3,13.36,17.12903,17.1,20.1165,17.03008,17.06667,17.5814,16.84286,18.15909,16.86154,25.09285,14.61539,20.06803,16.75,15.76596,17.51613,17.30769,15.5,15,14.71739,20.19149,17.71795,17.3022,16.69072,15.60204,16.28814,12.66667,15.18182,18.66878,16.9133,17.77,18.38571,18.16667,20.9661,20.25676,18,19.164,22.16364,22.38589,20.5625,19,21.28708,17.44444,18.96,15.88889,18.77632,17.66102,11.2,15,20.84546,26.63955,15.33878,17.6,16.58491,17.21053,16.77876,20.05224,15.69307,14.94118,17.11225,17.80769,17.04,14.16667,11.63636,16.41667,17.14894,17.35843,17.18219,17.5,14.25,17.33607,12.66667,16.9619,16.92157
36,11.66667,13,14.25,15.16667,15.56522,15.94928,13.52174,12.4,15,13.72727,12.28571,15.91346,12.33333,17.04418,20.31595,15.5,12.2,12.25,16.75472,14.97143,11,13.6,13.45455,13.88889,11.5,14.19149,45.65937,16,15.88387,11,13.90741,17.53,10.57143,12.5,16.27437,13.64,16.18644,17.75,18.33333,12.61111,18.16129,14.63636,12.03125,16.43396,26.13555,10.5,17.77852,16.37662,12.8,17.85714,16.55128,21.90909,26.4375,18.69127,14.25926,13.6,13.08,17.06452,18.3,19.67184,16.57143,16.63333,17.47674,16.73714,16.88636,16.60513,25.10654,14.30769,19.89796,16.91667,15.82979,16.3871,16.15385,15.27273,15,14.08696,20.04255,17.17949,16.6978,16.27835,16.08163,16.67797,9,18.09091,18.73418,17.10983,17.42,17.87143,17.79167,19.28814,19.06757,19,18.76358,21.41818,21.73029,21.03125,18.84337,20.91627,16.83333,17.24,17.22222,18.28947,19.07627,13.4,14.5,20.56364,26.42185,14.37551,17.44,16.39623,16.65413,17.21239,19.46642,15.26733,14.38235,17.22449,16.23077,16.72,14,11.90909,17.41667,15.53191,16.70482,17.02024,18.66667,13.55,17.53279,11.5,16.93333,18.11765
37,12.33333,12.33333,16.25,17.16667,15.65217,17.05797,14.82609,15.73333,14,15.22727,11.85714,14.59615,16,17.03614,20.60904,13.5,12.8,11.75,16.68868,14.77143,11,14.12,13.54545,11.44444,12.5,14.73404,44.41199,13.68,14.87097,9,13.85185,17.07,13.14286,13,16.57401,12.66,16.53672,16.125,11.66667,12.77778,18.6086,13,13.4375,15.90566,26.97442,12.5,18.13423,15.40693,12.7,16.78572,17.24359,18.09091,25.91797,17.95973,13.40741,17.2,13.96,18.19355,16.8,19.96699,16.13534,17.26667,17.44186,16.90571,16.59091,15.93846,24.80974,14.92308,19.5102,17.3,14.65957,16.74194,15.15385,14.68182,11,15.17391,20.23404,16.24359,16.75824,16.96907,14.5,16.78814,10.66667,16.54545,18.22574,17.5896,17.865,17.57143,16.58333,20.20339,19.21622,17.14286,19.13525,19.74545,20.8112,19.625,18.27108,21.12679,17.04167,16.28,18,18.31579,18.5339,12.8,13.5,20.36364,26.63317,14.3102,16.24,17.33019,15.96992,17.55752,19.21269,16.06931,14.20588,16.84694,17.80769,16.08,16.25,14.09091,15.41667,15.87234,17.39458,16.78543,16,14.4,16.81148,14.5,17.74286,17.43137
38,20,9.666667,13,15,15.38261,17.2029,12.78261,11.4,17,13.63636,12,15.15385,16,16.7992,20.32439,11.5,13.6,11.5,16.75786,14.48571,10,14.32,15.18182,11,17,14.95745,44.14082,12.88,15.74194,12,14.22222,16.75,13.42857,14.83333,15.83755,12.56,15.54802,17.25,12.66667,13,17.4215,12.36364,12.71875,15.69811,26.58056,12,17.52349,15.64069,13.1,19.07143,17.3718,17.45455,25.43555,17.80537,13.85185,15.4,11.24,18,15.3,19.2301,15.6391,15.03333,16.83721,16.72,15.70455,16.85128,24.78082,14.76923,19.19955,16.51667,14.40425,16.65591,15.92308,15.77273,13,13.76087,19.09362,17.78205,16.6978,17.35052,14.33673,16.24576,14.66667,15.63636,18.12447,16.68208,17.845,17.44286,16.875,20.0339,18.60811,14.42857,18.7689,19.76364,20.40871,20.375,17.71084,20.24402,16.55556,16.28,15.88889,18.38158,17.35593,15.6,14.5,20.25455,26.48565,14.80408,17.16,16.74528,16.05263,17.46018,19.5709,15.35644,14.26471,16.62245,17.76923,17,14.25,16.18182,17.66667,15.38298,17.08133,16.78947,15.16667,13.3,16.82787,13,17.40476,17.19608
39,15,11.33333,15.125,15.5,15.05217,16.26087,11.82609,13.46667,11,14.40909,11.57143,15.86539,14.66667,17.33735,20.5077,15,11.25,11.25,17.1195,14.34286,9,14.4,14.18182,12.33333,12.5,14.45745,43.45671,15.04,15.76129,15,13.24074,16.78,13.57143,13.33333,15.8917,13.76,15.53107,15.625,15.66667,13.72222,17.47312,13.90909,12.21875,14.15094,26.58312,11,16.92617,15.62771,11.4,18.71428,16.96154,17.27273,25.62109,17.5302,13.40741,14.5,12.84,17.12903,15.5,19.31456,15.88722,16.63333,16.90698,16.56286,16.54545,15.54872,24.30137,14.46154,19.04308,16.1,14.38298,16,16.15385,15.22727,13,13.54348,19.28511,15.62821,16.92857,17.28866,15.52041,16.19492,10.66667,16.36364,18.31013,16.28324,16.98,17.67143,14.95833,19,17.98649,16.85714,18.67093,19.27273,20.0166,20.78125,17.56627,20.16986,17.08333,15.52,16.77778,17.77632,17.55932,16.8,15,19.32727,26.48644,14.93469,15,16.9434,15.81955,16.59292,18.53358,15.34653,14.29412,16.67347,17.5,16,13.41667,13,15.58333,15.76596,17.38855,17.17814,16.16667,14.05,16.04918,13.66667,17.70952,17.20588
40,17.66667,13,14.375,15.66667,15.26087,17.13768,13.13043,13,15,14.31818,13.71429,14.66346,14.66667,16.70683,20.22553,11.5,11.9,15,16.42767,14.71429,13,14.72,16.72727,12.77778,19,15.08511,43.06185,12.4,15.71613,13,12.48148,16.26,13.85714,16.66667,16.15162,13.24,14.75706,15.625,11,12,17.34839,13.09091,13.21875,14.81132,26.83632,13,17.4094,15.82251,11.3,18.35714,17.19231,19.27273,25.64844,17.24832,14.33333,16.6,14.48,15.90323,17.4,19.60777,15.64662,15.93333,16.30233,16.78572,15.88636,16.51282,24.59208,15,18.88889,15.01667,13.87234,16.54839,15.07692,14.36364,13,14.45652,19.09787,16.73077,16.47802,16.58763,15.06122,15.44915,16,14.72727,17.8481,16.35838,16.68,17.44286,14.25,19.86441,18.83784,16.71428,18.48562,19.83636,19.58506,19.78125,18.12048,19.69856,15.94444,16,15.44444,17.21053,15.88983,10.6,14,19.03636,26.04785,13.92653,17.56,15.84906,16.57895,16.36283,19.1903,14.50495,15.70588,16.38775,16.23077,16.48,12.58333,13.09091,16.33333,15.59575,16.86747,16.51012,16.5,14.4,15.72131,11.16667,17.48571,16.39216
41,15.66667,13.66667,14.375,16.5,15.33043,16.86232,13,12.8,11,15.81818,11.57143,14.77885,12.66667,16.74699,20.47193,13,15.1,13.5,17.00943,13.91429,11,14.36,12.36364,13.88889,15.5,14.74468,43.60609,14.64,15.85161,15,12.83333,16.08,15.57143,10.66667,15.92419,13,15.37853,15.75,19.66667,13.77778,17.45376,11.81818,14.03125,15.09434,26.65729,14,16.98658,15.65368,14.8,15,15.34615,20.63636,25.55273,17.45638,14.33333,12.8,13.4,18.06452,16.2,19.48252,15.90977,17.3,16.69767,16.77714,15.90909,15.58974,24.08447,13.76923,18.64626,15.46667,14.06383,16.26882,17.76923,13.18182,14,13.69565,18.58298,16.0641,17.01648,16.87629,15.58163,15.50847,13.66667,16.27273,17.35021,15.96532,17.52,16.51429,15.79167,19.44068,18.13514,17.28572,18.41001,17.81818,19.04564,19.71875,16.74699,19.47847,15.63889,16.2,14.55556,18.30263,16.00847,12.8,11.5,18.69091,26.29027,15.05306,15.6,16.12264,16.27068,15.23009,18.70522,14.9604,15,16.40816,16.11539,14.96,12,11.90909,14.91667,14.80851,17.31325,16.35628,15.16667,15,16.40164,12.16667,17.37619,15.89216
